email_id,subject,email_body,claim_type,urgency,fraud_flag
2904,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2905,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2906,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2907,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2908,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2909,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2910,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2911,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2912,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2913,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2914,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2915,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2916,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2917,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2918,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2919,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2920,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2921,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2922,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2923,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2924,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2925,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2926,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2927,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2928,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2929,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2930,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2931,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2932,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2933,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2934,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2935,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
